saint-francis-pa
Opponent,Location,gameid
idaho,1,8960
texas-pan-american,-1,8961
milwaukee,1,8962
marquette,-1,8963
northern-iowa,-1,8964
ipfw,1,8965
oral-roberts,-1,8966
denver,-1,8967
nebraska-omaha,1,8968
western-illinois,1,8969
south-dakota-state,1,8970
north-dakota-state,-1,8971
south-dakota,1,8972
western-illinois,-1,8973
nebraska-omaha,-1,8974
north-dakota-state,1,8975
south-dakota-state,-1,8976
oral-roberts,1,8977
denver,1,8978
ipfw,-1,8979
south-dakota,-1,8980

tennessee-martin
Opponent,Location,gameid
western-kentucky,-1,8981
mercer,-1,8982
western-illinois,1,8983
north-carolina-asheville,1,8984
tulane,-1,8985
east-tennessee-state,-1,8986
chattanooga,1,8987
fresno-state,-1,8988
bowling-green-state,-1,8989
eastern-illinois,-1,8990
southeast-missouri-state,-1,8991
murray-state,1,8992
austin-peay,1,8993
eastern-kentucky,-1,8994
morehead-state,-1,8995
eastern-illinois,1,8996
southern-illinois-edwardsville,1,8997
tennessee-state,-1,8998
belmont,-1,8999
jacksonville-state,1,9000
tennessee-tech,1,9001
southeast-missouri-state,1,9002
southern-illinois-edwardsville,-1,9003
murray-state,-1,9004
austin-peay,-1,9005
belmont,1,9006
tennessee-state,1,9007

belmont
Opponent,Location,gameid
illinois-state,1,9008
middle-tennessee,1,9009
lipscomb,-1,9010
kennesaw-state,-1,9011
samford,-1,9012
green-bay,-1,9013
lipscomb,1,9014
ucla,-1,9015
western-kentucky,1,9016
purdue,-1,9017
jacksonville-state,1,9018
tennessee-tech,1,9019
morehead-state,1,9020
eastern-kentucky,1,9021
jacksonville-state,-1,9022
tennessee-state,1,9023
murray-state,-1,9024
austin-peay,-1,9025
southeast-missouri-state,1,9026
tennessee-martin,1,9027
eastern-kentucky,-1,9028
morehead-state,-1,9029
tennessee-state,-1,9030
tennessee-tech,-1,9031
eastern-illinois,1,9032
southern-illinois-edwardsville,1,9033
tennessee-martin,-1,9034
southeast-missouri-state,-1,9035

fordham
Opponent,Location,gameid
houston-baptist,-1,9036
florida-international,1,9037
youngstown-state,1,9038
columbia,1,9039
alabama-am,1,9040
manhattan,-1,9041
maine,-1,9042
rutgers,1,9043
njit,1,9044
howard,1,9045
james-madison,1,9046
long-island-university,1,9047
virginia-commonwealth,1,9048
duquesne,-1,9049
st-bonaventure,0,9050
saint-louis,1,9051
george-mason,-1,9052
la-salle,1,9053
dayton,1,9054
george-washington,-1,9055
massachusetts,-1,9056
duquesne,1,9057
davidson,1,9058
rhode-island,-1,9059
richmond,-1,9060
st-bonaventure,1,9061
saint-josephs,1,9062
davidson,-1,9063
george-washington,1,9064
la-salle,-1,9065

murray-state
Opponent,Location,gameid
wright-state,1,9066
missouri-state,1,9067
alabama,-1,9068
prairie-view,1,9069
middle-tennessee,-1,9070
southern-illinois,-1,9071
jackson-state,1,9072
evansville,1,9073
auburn,-1,9074
morehead-state,1,9075
eastern-kentucky,1,9076
tennessee-martin,-1,9077
southeast-missouri-state,-1,9078
eastern-illinois,-1,9079
southern-illinois-edwardsville,-1,9080
belmont,1,9081
tennessee-state,1,9082
jacksonville-state,-1,9083
tennessee-tech,-1,9084
eastern-illinois,1,9085
southern-illinois-edwardsville,1,9086
austin-peay,-1,9087
eastern-kentucky,-1,9088
tennessee-martin,1,9089
southeast-missouri-state,1,9090
morehead-state,-1,9091
austin-peay,1,9092

troy
Opponent,Location,gameid
saint-louis,-1,9093
pittsburgh,-1,9094
southern-mississippi,1,9095
central-arkansas,1,9096
north-alabama,1,9097
austin-peay,1,9098
florida-state,-1,9099
western-kentucky,-1,9100
alabama-birmingham,-1,9101
arkansas-pine-bluff,1,9102
coastal-carolina,1,9103
appalachian-state,1,9104
arkansas-little-rock,-1,9105
arkansas-state,-1,9106
georgia-southern,1,9107
georgia-state,1,9108
louisiana-monroe,-1,9109
louisiana-lafayette,-1,9110
south-alabama,-1,9111
arkansas-little-rock,1,9112
arkansas-state,1,9113
georgia-state,-1,9114
georgia-southern,-1,9115
south-alabama,1,9116
texas-state,1,9117
texas-arlington,1,9118
appalachian-state,-1,9119
coastal-carolina,-1,9120

northern-iowa
Opponent,Location,gameid
texas-arlington,-1,9121
pennsylvania,0,9122
eastern-kentucky,0,9123
old-dominion,0,9124
old-dominion,-1,9125
utah-state,-1,9126
south-dakota-state,0,9127
iowa,0,9128
grand-canyon,1,9129
north-dakota,1,9130
stony-brook,1,9131
bradley,-1,9132
southern-illinois,1,9133
illinois-state,-1,9134
drake,1,9135
indiana-state,1,9136
valparaiso,-1,9137
southern-illinois,-1,9138
evansville,1,9139
loyola-il,-1,9140
missouri-state,1,9141
bradley,1,9142
drake,-1,9143
illinois-state,1,9144
evansville,-1,9145
missouri-state,-1,9146
valparaiso,1,9147
loyola-il,1,9148
indiana-state,-1,9149

texas-arlington
Opponent,Location,gameid
northern-iowa,1,9150
texas-am-corpus-christi,1,9151
california-davis,1,9152
indiana,-1,9153
arkansas,-1,9154
tulsa,-1,9155
texas-pan-american,1,9156
missouri,-1,9157
north-texas,-1,9158
gonzaga,-1,9159
cal-poly,-1,9160
texas,-1,9161
georgia-state,1,9162
georgia-southern,1,9163
appalachian-state,-1,9164
coastal-carolina,-1,9165
arkansas-state,1,9166
arkansas-little-rock,1,9167
georgia-southern,-1,9168
georgia-state,-1,9169
texas-state,-1,9170
coastal-carolina,1,9171
appalachian-state,1,9172
arkansas-little-rock,-1,9173
arkansas-state,-1,9174
louisiana-lafayette,1,9175
louisiana-monroe,1,9176
south-alabama,-1,9177
troy,-1,9178
texas-state,1,9179

quinnipiac
Opponent,Location,gameid
villanova,-1,9180
hartford,1,9181
new-hampshire,-1,9182
maine,1,9183
massachusetts,-1,9184
stony-brook,-1,9185
dartmouth,-1,9186
lafayette,1,9187
drexel,0,9188
bethune-cookman,1,9189
stony-brook,1,9190
manhattan,-1,9191
rider,-1,9192
monmouth,1,9193
fairfield,1,9194
canisius,1,9195
niagara,1,9196
marist,-1,9197
saint-peters,1,9198
canisius,-1,9199
niagara,-1,9200
iona,-1,9201
rider,1,9202
marist,1,9203
siena,-1,9204
iona,1,9205
monmouth,-1,9206
saint-peters,-1,9207
manhattan,1,9208

boise-state
Opponent,Location,gameid
idaho-state,1,9209
jackson-state,1,9210
creighton,0,9211
st-bonaventure,0,9212
illinois-state,0,9213
drake,-1,9214
grand-canyon,-1,9215
alabama-state,1,9216
oregon,-1,9217
loyola-marymount,-1,9218
pacific,1,9219
oregon,1,9220
wyoming,-1,9221
san-diego-state,1,9222
san-jose-state,-1,9223
nevada,1,9224
fresno-state,1,9225
air-force,-1,9226
wyoming,1,9227
colorado-state,-1,9228
nevada,-1,9229
nevada-las-vegas,1,9230
san-jose-state,1,9231
fresno-state,-1,9232
san-diego-state,-1,9233
utah-state,1,9234
colorado-state,1,9235
nevada-las-vegas,-1,9236
new-mexico,-1,9237
air-force,1,9238

north-texas
Opponent,Location,gameid
portland,0,9239
hawaii,-1,9240
maryland-eastern-shore,1,9241
maine,1,9242
saint-peters,1,9243
oklahoma,-1,9244
indiana-state,-1,9245
texas-arlington,1,9246
new-mexico,-1,9247
arkansas-pine-bluff,1,9248
rice,-1,9249
louisiana-tech,1,9250
southern-mississippi,1,9251
texas-el-paso,-1,9252
texas-san-antonio,-1,9253
rice,1,9254
alabama-birmingham,1,9255
middle-tennessee,1,9256
old-dominion,-1,9257
charlotte,-1,9258
marshall,1,9259
western-kentucky,1,9260
florida-atlantic,-1,9261
florida-international,-1,9262

southern-utah
Opponent,Location,gameid
san-jose-state,-1,9263
seattle,-1,9264
nevada-las-vegas,-1,9265
long-beach-state,-1,9266
central-michigan,-1,9267
pepperdine,1,9268
southern-california,-1,9269
montana-state,1,9270
montana,1,9271
idaho-state,-1,9272
weber-state,-1,9273
northern-arizona,1,9274
portland-state,1,9275
sacramento-state,1,9276
northern-colorado,-1,9277
northern-arizona,-1,9278
eastern-washington,-1,9279
idaho,-1,9280
weber-state,1,9281
idaho-state,1,9282
sacramento-state,-1,9283
portland-state,-1,9284
eastern-washington,1,9285
idaho,1,9286
montana,-1,9287
montana-state,-1,9288
northern-colorado,1,9289

san-jose-state
Opponent,Location,gameid
southern-utah,1,9290
weber-state,0,9291
cal-state-bakersfield,0,9292
central-michigan,0,9293
santa-clara,1,9294
indiana-state,1,9295
bethune-cookman,1,9296
northern-arizona,1,9297
stanford,-1,9298
california,-1,9299
saint-marys-ca,-1,9300
fresno-state,1,9301
nevada,-1,9302
boise-state,1,9303
utah-state,1,9304
nevada-las-vegas,-1,9305
wyoming,-1,9306
air-force,1,9307
utah-state,-1,9308
san-diego-state,1,9309
boise-state,-1,9310
new-mexico,-1,9311
nevada-las-vegas,1,9312
colorado-state,1,9313
air-force,-1,9314
new-mexico,1,9315
san-diego-state,-1,9316
wyoming,1,9317
fresno-state,-1,9318

loyola-marymount
Opponent,Location,gameid
nevada-las-vegas,-1,9319
cal-state-northridge,1,9320
georgetown,0,9321
ohio,0,9322
central-connecticut-state,1,9323
florida-am,1,9324
ucla,-1,9325
cal-state-fullerton,-1,9326
portland-state,-1,9327
boise-state,1,9328
california-riverside,-1,9329
california-davis,1,9330
pepperdine,-1,9331
portland,1,9332
saint-marys-ca,1,9333
gonzaga,-1,9334
pepperdine,1,9335
san-diego,-1,9336
santa-clara,-1,9337
pacific,1,9338
brigham-young,-1,9339
san-diego,1,9340
portland,-1,9341
gonzaga,1,9342
brigham-young,1,9343
pacific,-1,9344
santa-clara,1,9345
san-francisco,-1,9346

nevada-las-vegas
Opponent,Location,gameid
loyola-marymount,1,9347
california-riverside,1,9348
oakland,1,9349
pacific,1,9350
southern-utah,1,9351
valparaiso,1,9352
cincinnati,1,9353
illinois,-1,9354
brigham-young,0,9355
hawaii,-1,9356
indiana-state,0,9357
bucknell,0,9358
colorado-state,1,9359
wyoming,1,9360
new-mexico,-1,9361
air-force,-1,9362
san-jose-state,1,9363
new-mexico,1,9364
san-diego-state,-1,9365
nevada,1,9366
utah-state,-1,9367
boise-state,-1,9368
fresno-state,1,9369
air-force,1,9370
san-jose-state,-1,9371
wyoming,-1,9372
san-diego-state,1,9373
nevada,-1,9374
boise-state,1,9375
colorado-state,-1,9376

st-francis-ny
Opponent,Location,gameid
boston-college,-1,9377
richmond,-1,9378
lafayette,-1,9379
iupui,0,9380
niagara,-1,9381
presbyterian,-1,9382
njit,-1,9383
massachusetts-lowell,1,9384
saint-peters,1,9385
st-johns-ny,-1,9386
manhattan,1,9387
bryant,-1,9388
wagner,-1,9389
robert-morris,1,9390
saint-francis-pa,1,9391
sacred-heart,1,9392
long-island-university,-1,9393
fairleigh-dickinson,-1,9394
mount-st-marys,-1,9395
central-connecticut-state,-1,9396
sacred-heart,-1,9397
wagner,1,9398
fairleigh-dickinson,1,9399
long-island-university,1,9400
central-connecticut-state,1,9401
saint-francis-pa,-1,9402
robert-morris,-1,9403
bryant,1,9404
mount-st-marys,1,9405

florida-atlantic
Opponent,Location,gameid
central-florida,-1,9406
georgia-southern,0,9407
towson,0,9408
incarnate-word,0,9409
florida-gulf-coast,1,9410
bethune-cookman,-1,9411
mercer,1,9412
arkansas-state,-1,9413
miami-fl,-1,9414
illinois,-1,9415
alabama-birmingham,-1,9416
middle-tennessee,-1,9417
old-dominion,1,9418
charlotte,1,9419
marshall,-1,9420
western-kentucky,-1,9421
florida-international,1,9422
florida-international,-1,9423
louisiana-tech,1,9424
southern-mississippi,1,9425
texas-el-paso,-1,9426
texas-san-antonio,-1,9427
north-texas,1,9428
rice,1,9429

southern-mississippi
Opponent,Location,gameid
southern-methodist,-1,9430
troy,-1,9431
north-florida,0,9432
western-carolina,0,9433
south-alabama,1,9434
wichita-state,0,9435
kansas-state,-1,9436
south-dakota,-1,9437
louisiana-tech,-1,9438
rice,-1,9439
north-texas,-1,9440
middle-tennessee,1,9441
alabama-birmingham,1,9442
charlotte,-1,9443
old-dominion,-1,9444
western-kentucky,1,9445
marshall,1,9446
florida-international,-1,9447
florida-atlantic,-1,9448
louisiana-tech,1,9449
texas-san-antonio,1,9450
texas-el-paso,1,9451

stetson
Opponent,Location,gameid
missouri-state,-1,9452
southern-california,-1,9453
southeastern-louisiana,-1,9454
robert-morris,1,9455
virginia-military-institute,1,9456
bethune-cookman,-1,9457
south-florida,-1,9458
duke,-1,9459
western-illinois,1,9460
marist,1,9461
central-florida,-1,9462
north-carolina-asheville,1,9463
longwood,-1,9464
liberty,1,9465
lipscomb,-1,9466
north-florida,1,9467
north-alabama,-1,9468
florida-gulf-coast,-1,9469
njit,1,9470
lipscomb,1,9471
jacksonville,-1,9472
kennesaw-state,1,9473
liberty,-1,9474
jacksonville,1,9475
florida-gulf-coast,1,9476
njit,-1,9477
north-alabama,1,9478
north-florida,-1,9479
kennesaw-state,-1,9480

cal-poly
Opponent,Location,gameid
arizona,-1,9481
washington-state,-1,9482
texas-state,0,9483
portland,-1,9484
south-carolina-upstate,0,9485
fresno-state,-1,9486
bethune-cookman,1,9487
california,-1,9488
cal-state-bakersfield,-1,9489
texas-arlington,1,9490
siena,-1,9491
california-santa-barbara,-1,9492
cal-state-northridge,1,9493
california-davis,-1,9494
california-riverside,1,9495
cal-state-fullerton,1,9496
california-riverside,-1,9497
cal-state-northridge,-1,9498
california-davis,1,9499
long-beach-state,1,9500
hawaii,-1,9501
california-irvine,-1,9502
hawaii,1,9503
cal-state-fullerton,-1,9504
long-beach-state,-1,9505
california-irvine,1,9506
california-santa-barbara,1,9507

sam-houston-state
Opponent,Location,gameid
louisiana-tech,-1,9508
clemson,-1,9509
georgia,-1,9510
jackson-state,0,9511
east-tennessee-state,-1,9512
central-michigan,1,9513
arkansas-little-rock,-1,9514
colorado-state,-1,9515
alabama-state,1,9516
utah-valley,-1,9517
abilene-christian,1,9518
central-arkansas,-1,9519
incarnate-word,1,9520
texas-am-corpus-christi,1,9521
houston-baptist,-1,9522
northwestern-state,-1,9523
lamar,1,9524
southeastern-louisiana,-1,9525
stephen-f-austin,1,9526
mcneese-state,1,9527
abilene-christian,-1,9528
texas-am-corpus-christi,-1,9529
lamar,-1,9530
nicholls-state,1,9531
houston-baptist,1,9532
new-orleans,-1,9533
central-arkansas,1,9534
stephen-f-austin,-1,9535

appalachian-state
Opponent,Location,gameid
alabama,-1,9536
purdue,0,9537
wichita-state,0,9538
ball-state,0,9539
east-carolina,0,9540
howard,1,9541
north-carolina-central,1,9542
south-florida,-1,9543
georgetown,-1,9544
saint-louis,-1,9545
south-alabama,-1,9546
troy,-1,9547
texas-arlington,1,9548
texas-state,1,9549
coastal-carolina,-1,9550
arkansas-state,-1,9551
arkansas-little-rock,-1,9552
louisiana-lafayette,1,9553
louisiana-monroe,1,9554
texas-state,-1,9555
texas-arlington,-1,9556
coastal-carolina,1,9557
georgia-state,1,9558
georgia-southern,1,9559
louisiana-monroe,-1,9560
louisiana-lafayette,-1,9561
troy,1,9562
south-alabama,1,9563

tulane
Opponent,Location,gameid
florida-state,1,9564
coastal-carolina,1,9565
south-dakota-state,0,9566
california-irvine,0,9567
louisiana-lafayette,0,9568
georgia-state,1,9569
southeastern-louisiana,1,9570
tennessee-martin,1,9571
south-alabama,-1,9572
texas-southern,1,9573
towson,0,9574
alabama-am,0,9575
cincinnati,-1,9576
southern-methodist,1,9577
south-florida,-1,9578
memphis,1,9579
connecticut,-1,9580
central-florida,1,9581
southern-methodist,-1,9582
east-carolina,-1,9583
temple,1,9584
wichita-state,-1,9585
tulsa,1,9586
houston,1,9587
memphis,-1,9588
east-carolina,1,9589
tulsa,-1,9590
temple,-1,9591
south-florida,1,9592
wichita-state,1,9593

washington-state
Opponent,Location,gameid
nicholls-state,1,9594
seattle,0,9595
cal-poly,1,9596
delaware-state,1,9597
cal-state-northridge,1,9598
new-mexico-state,-1,9599
idaho,1,9600
montana-state,0,9601
rider,1,9602
southern-illinois-edwardsville,1,9603
san-diego,0,9604
new-mexico-state,0,9605
santa-clara,0,9606
washington,-1,9607
colorado,-1,9608
utah,-1,9609
california,1,9610
stanford,1,9611
oregon-state,-1,9612
oregon,-1,9613
ucla,1,9614
southern-california,1,9615
arizona-state,-1,9616
arizona,-1,9617
washington,1,9618
colorado,1,9619
utah,1,9620
stanford,-1,9621
california,-1,9622
oregon,1,9623
oregon-state,1,9624

niagara
Opponent,Location,gameid
st-bonaventure,1,9625
loyola-il,-1,9626
wyoming,-1,9627
grambling,1,9628
st-francis-ny,1,9629
saint-francis-pa,-1,9630
pittsburgh,-1,9631
new-hampshire,1,9632
cornell,1,9633
cleveland-state,-1,9634
army,-1,9635
norfolk-state,1,9636
albany-ny,1,9637
manhattan,-1,9638
fairfield,-1,9639
iona,1,9640
rider,1,9641
siena,-1,9642
quinnipiac,-1,9643
saint-peters,1,9644
monmouth,1,9645
canisius,1,9646
quinnipiac,1,9647
marist,-1,9648
iona,-1,9649
manhattan,1,9650
fairfield,1,9651
rider,-1,9652
saint-peters,-1,9653
canisius,-1,9654
siena,1,9655

ohio
Opponent,Location,gameid
campbell,1,9656
south-florida,0,9657
loyola-marymount,0,9658
austin-peay,1,9659
iona,1,9660
marshall,1,9661
xavier,-1,9662
radford,1,9663
detroit-mercy,-1,9664
purdue,-1,9665
florida-international,1,9666
northern-illinois,1,9667
bowling-green-state,-1,9668
ball-state,-1,9669
kent-state,1,9670
toledo,-1,9671
western-michigan,1,9672
ball-state,1,9673
northern-illinois,-1,9674
akron,1,9675
miami-oh,-1,9676
eastern-michigan,1,9677
central-michigan,-1,9678
buffalo,-1,9679
bowling-green-state,1,9680
kent-state,-1,9681
akron,-1,9682
buffalo,1,9683
miami-oh,1,9684

middle-tennessee
Opponent,Location,gameid
belmont,-1,9685
charleston-southern,1,9686
virginia,0,9687
butler,0,9688
stanford,0,9689
lipscomb,1,9690
vanderbilt,-1,9691
murray-state,1,9692
toledo,-1,9693
mississippi,0,9694
rhode-island,-1,9695
florida-international,1,9696
florida-atlantic,1,9697
southern-mississippi,-1,9698
louisiana-tech,-1,9699
texas-san-antonio,1,9700
texas-el-paso,1,9701
rice,-1,9702
north-texas,-1,9703
alabama-birmingham,1,9704
alabama-birmingham,-1,9705
charlotte,1,9706
old-dominion,1,9707
western-kentucky,-1,9708
marshall,-1,9709

south-dakota
Opponent,Location,gameid
northern-arizona,1,9710
high-point,0,9711
air-force,0,9712
maryland-baltimore-county,0,9713
baylor,-1,9714
cal-state-bakersfield,1,9715
colorado,-1,9716
missouri-kansas-city,1,9717
colorado-state,-1,9718
kansas,-1,9719
southern-mississippi,1,9720
north-dakota-state,-1,9721
denver,-1,9722
south-dakota-state,1,9723
ipfw,1,9724
oral-roberts,-1,9725
nebraska-omaha,-1,9726
north-dakota,-1,9727
western-illinois,1,9728
ipfw,-1,9729
nebraska-omaha,1,9730
oral-roberts,1,9731
western-illinois,-1,9732
denver,1,9733
south-dakota-state,-1,9734
north-dakota-state,1,9735
north-dakota,1,9736

texas-am-corpus-christi
Opponent,Location,gameid
texas-pan-american,1,9737
texas-arlington,-1,9738
california-davis,0,9739
texas-pan-american,-1,9740
tennessee,-1,9741
texas-state,1,9742
texas-san-antonio,1,9743
louisiana-tech,-1,9744
oklahoma-state,-1,9745
central-arkansas,1,9746
lamar,-1,9747
northwestern-state,-1,9748
sam-houston-state,-1,9749
new-orleans,1,9750
nicholls-state,1,9751
abilene-christian,-1,9752
houston-baptist,-1,9753
southeastern-louisiana,1,9754
incarnate-word,1,9755
sam-houston-state,1,9756
new-orleans,-1,9757
stephen-f-austin,-1,9758
lamar,1,9759
abilene-christian,1,9760
incarnate-word,-1,9761
mcneese-state,-1,9762
houston-baptist,1,9763

texas-san-antonio
Opponent,Location,gameid
oklahoma,1,9764
oklahoma-state,-1,9765
california-irvine,0,9766
south-dakota-state,0,9767
florida-gulf-coast,0,9768
houston-baptist,-1,9769
texas-state,1,9770
arkansas,0,9771
texas-am-corpus-christi,-1,9772
texas-el-paso,1,9773
texas-el-paso,-1,9774
rice,1,9775
north-texas,1,9776
middle-tennessee,-1,9777
alabama-birmingham,-1,9778
charlotte,1,9779
old-dominion,1,9780
western-kentucky,-1,9781
marshall,-1,9782
florida-international,1,9783
florida-atlantic,1,9784
southern-mississippi,-1,9785
louisiana-tech,-1,9786

canisius
Opponent,Location,gameid
bucknell,-1,9787
albany-ny,1,9788
florida-state,-1,9789
villanova,0,9790
memphis,0,9791
alabama-birmingham,0,9792
st-bonaventure,-1,9793
robert-morris,1,9794
elon,-1,9795
holy-cross,-1,9796
buffalo,1,9797
marist,-1,9798
siena,-1,9799
brown,1,9800
rider,1,9801
iona,1,9802
quinnipiac,-1,9803
fairfield,-1,9804
monmouth,1,9805
niagara,-1,9806
quinnipiac,1,9807
marist,1,9808
rider,-1,9809
saint-peters,-1,9810
fairfield,1,9811
manhattan,1,9812
monmouth,-1,9813
iona,-1,9814
niagara,1,9815
siena,1,9816

florida-international
Opponent,Location,gameid
milwaukee,1,9817
fordham,-1,9818
columbia,0,9819
youngstown-state,0,9820
florida-gulf-coast,-1,9821
arkansas,-1,9822
north-florida,1,9823
south-florida,1,9824
ohio,-1,9825
middle-tennessee,-1,9826
alabama-birmingham,-1,9827
charlotte,1,9828
old-dominion,1,9829
western-kentucky,-1,9830
marshall,-1,9831
florida-atlantic,-1,9832
florida-atlantic,1,9833
southern-mississippi,1,9834
louisiana-tech,1,9835
texas-san-antonio,-1,9836
texas-el-paso,-1,9837
rice,1,9838
north-texas,1,9839

georgia-southern
Opponent,Location,gameid
george-mason,1,9840
florida-atlantic,0,9841
pepperdine,0,9842
montana,0,9843
east-tennessee-state,1,9844
arizona,-1,9845
mercer,-1,9846
central-florida,-1,9847
